,bins,0,0.4991,1.0104,2.0145,4.0239,6.0332
29,-0.1290994448735823,0.3972835557465729,0.3196377607330032,0.28829864790469095,0.267313310555241,0.25461081552067855,0.2503959412308059
30,0.1290994448735788,0.3844679571741028,0.3130510180214543,0.28328068603360546,0.26282064987364073,0.24997302925622034,0.24763677447450938
31,0.38729833462073987,0.34842408618903065,0.29369055299541014,0.2690165328865737,0.2512186163140009,0.2408318982181723,0.23621993184268897
32,0.645497224367901,0.29563255797857146,0.26397008010351675,0.24753794662360473,0.23381334012204524,0.22468467385798485,0.22142157409617935
33,0.903696114115062,0.23476703133592441,0.22815611341358322,0.21948330174107777,0.2105505104968235,0.2037723444704609,0.2013239067228576
34,1.161895003862223,0.1743983661352581,0.18864456055427548,0.18732863655756393,0.18418128112564736,0.18012488753361877,0.1788116345599038
35,1.4200938936093843,0.12110997648281814,0.14906445143803282,0.155156164554068,0.1565450965127071,0.1547056520085075,0.15359717746459545
36,1.6782927833565453,0.07855782258344961,0.11292907164741761,0.12398354549259238,0.12884480734783166,0.1296665920900275,0.1291564266975267
37,1.9364916731037063,0.04754815577419318,0.08163981791505659,0.09525580281472257,0.1028771217672606,0.10703145286919336,0.10673318863448644
38,2.1946905628508673,0.026822036590570513,0.05601936532414431,0.06988642638556719,0.07995796376770414,0.08514241940562739,0.0861253558686621
39,2.4528894525980287,0.01408156921004952,0.0367906707659742,0.050185851097856116,0.060518258392737945,0.06615322657621947,0.06744867272995236
40,2.7110883423451897,0.0068690581512436686,0.02311147165537042,0.0344214733672934,0.043987297061927944,0.050497470447554704,0.051567660328503795
41,2.9692872320923507,0.0031074310684197546,0.01380829855547594,0.02253453068793254,0.03127500827637464,0.03678532871997575,0.03819206749860271
42,3.2274861218395117,0.0013007850984082694,0.007957867850207911,0.014180461093114882,0.02141448171103022,0.02652503904602721,0.028472214811118945
43,3.4856850115866727,0.0005025760607486495,0.004131182235956654,0.008668359967511918,0.01401218664427839,0.018662437682726463,0.020424422519999652
44,3.743883901333834,0.00017869371048840873,0.0021421604438991437,0.004882630039217961,0.00908058785010768,0.012715850149547236,0.014571320791731956
45,4.002082791080994,5.8269688202741974e-05,0.001000743283022576,0.002649654813406066,0.005505868738609809,0.008532137794645234,0.010132080570075974
46,4.260281680828156,1.735692840081676e-05,0.00042024095158410546,0.0014396813955901422,0.003309397493758137,0.005302870990807396,0.006856516034289051
47,4.518480570575317,4.700834775221206e-06,0.00017717785882842563,0.0007193955272941643,0.0018260893892123597,0.0034634264866091335,0.004521151593571915
48,4.776679460322478,1.1512248429113158e-06,7.835000792466573e-05,0.0003267551466792362,0.0010105370340127706,0.002111888849929411,0.0029407963201202314
49,5.034878350069639,2.5326946544048943e-07,2.5819888975320282e-05,0.0001522483108526984,0.00048345516252013,0.0012544904677724844,0.0018777291671607799
50,5.2930772398168,4.9660679498135183e-08,8.013068991896688e-06,6.232386993998418e-05,0.0002403920697666706,0.0006820012053347924,0.0011975086438282823
51,5.551276129563961,8.595117605446474e-09,0.0,1.6026137984681554e-05,0.00010862160189484271,0.000407776177596908,0.0006713171133414519
52,5.809475019311122,1.2973762423315433e-09,0.0,9.793750990638728e-06,5.074943695149159e-05,0.0001976557018075198,0.0003463426486591814
53,6.067673909058283,1.681784017837186e-10,0.0,2.6710229970028365e-06,2.4039206976578242e-05,9.081478191186321e-05,0.00020655911179856545
54,6.325872798805444,1.8346734740042025e-11,0.0,0.0,7.122727992747713e-06,4.451704995700467e-05,0.00011396364788929247
55,6.584071688552605,1.6381013160751808e-12,0.0,0.0,2.6710229974469257e-06,2.1368183979131317e-05,7.033693893143678e-05
56,6.842270578299766,1.1495447832106532e-13,0.0,0.0,0.0,1.7806819982979505e-06,1.869716098212848e-05
57,7.100469468046928,5.945921292468896e-15,0.0,0.0,0.0,2.6710229974469257e-06,6.232386994042827e-06
58,7.358668357794088,2.0155665398199647e-16,0.0,0.0,0.0,0.0,3.5613639961518118e-06
59,7.61686724754125,0.0,0.0,0.0,0.0,0.0,0.0
